Allen Lissette,Allen Fisher Lissette,06-11-1919,New Zealand,"Morrinsville, Waikato, New Zealand",New Zealand,New Zealand,Right-hand bat,Slow left-arm
Alok Kapali,Alok Kapali,01-01-1984,Bangladesh,"Sylhet, Chittagong, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Leg-break
Alpesh Vadher,Alpesh Vallabhdas Vadher,07-09-1974,Kenya,"Nairobi, Kenya",Kenya,Kenya,Right-hand bat,
Alphonso Roberts,Alphonso Theodore Roberts,18-09-1937,St Vincent and the Grenadines,"Kingstown, St Vincent",West Indies,West Indies,Right-hand bat,
Alvin Greenidge,Alvin Ethelbert Greenidge,20-08-1956,Barbados,"Bath Village, Christ Church, Barbados",West Indies,West Indies,Right-hand bat,Right-arm medium
Alvin Kallicharran,Alvin Isaac Kallicharran,21-03-1949,Guyana,"Paidama, Berbice, Guyana",West Indies,West Indies,Left-hand bat,Off-break
Alviro Petersen,Alviro Nathan Petersen,25-11-1980,South Africa,"Port Elizabeth, Cape Province, South Africa",South Africa,"South Africa, Lions",Right-hand bat,Right-arm medium
Amal Silva,Sampathwaduge Amal Rohitha Silva,12-12-1960,Sri Lanka,"Moratuwa, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,Off-break
Aman Ali,Mohammad Aman Ali,29-09-1989,United Arab Emirates,"Dubai, United Arab Emirates",United Arab Emirates,United Arab Emirates,Right-hand bat,Left-arm fast-medium
Amar Singh,Ladhabhai Nakum Amar Singh,04-12-1910,India,"Rajkot, Saurashtra, India",India,India,Right-hand bat,Right-arm fast-medium
Amay Khurasiya,Amay Ramsevak Khurasiya,18-05-1972,India,"Jabalpur, Madhya Pradesh, India",India,India,Left-hand bat,Slow left-arm
Ambar Roy,Ambar Khirid Roy,05-06-1945,India,"Calcutta (now Kolkata), Bengal, India",India,India,Left-hand bat,Right-arm medium
Ambati Rayudu,Ambati Thirupathi Rayudu,23-09-1985,India,"Guntur, Andhra Pradesh, India",India,"India, Mumbai Indians",Right-hand bat,Off-break
Aminul Islam,Mohammad Aminul Islam,02-02-1968,Pakistan,"Dacca (now Dhaka, Bangladesh), Pakistan",Bangladesh,Bangladesh,Right-hand bat,Off-break
Amir Elahi,Amir Elahi,01-09-1908,India,"Lahore, Punjab (now in Pakistan), India",Pakistan,"Pakistan,
India",Right-hand bat,"Right-arm medium, Leg-break googly"
Amit Bhandari,Amit Bhandari,01-10-1978,India,"Delhi, India",India,India,Right-hand bat,Right-arm fast-medium
Amit Jaggernauth,Amit Sheldon Jaggernauth,16-11-1983,Trinidad and Tobago,"Lennard Street, Bank, Carapichaima, Trinidad",West Indies,West Indies,Left-hand bat,Off-break
Amit Mishra,Amit Mishra,24-11-1982,India,"Delhi, India",India,"India, Delhi Daredevils, Deccan Chargers, Sunrisers",Right-hand bat,Leg-break
Amjad Ali,Amjad Ali Chaudhry,25-09-1979,Pakistan,"Lahore, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Left-hand bat,Right-arm medium
Amjad Javed,Amjad Javed,05-07-1980,United Arab Emirates,"Dubai, United Arab Emirates",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm medium
Amjad Khan,Amjad Khan,14-10-1980,Denmark,"Copenhagen, Denmark",England,England,Right-hand bat,Right-arm fast-medium
Anamul Haque,Mohammad Anamul Haque,16-12-1992,Bangladesh,"Kushtia, Khulna, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,
Anaru Kitchen,Anaru Kyle Kitchen,21-02-1984,New Zealand,"Auckland, New Zealand",New Zealand,"Auckland,
New Zealand",Right-hand bat,Slow left-arm
Andre Adams,Andre Ryan Adams,17-07-1975,New Zealand,"Auckland, New Zealand",New Zealand,"Auckland,
New Zealand",Right-hand bat,Right-arm fast-medium
Andre Botha,Andre Cornelius Botha,12-09-1975,South Africa,"Johannesburg, Transvaal, South Africa",Ireland,Ireland,Left-hand bat,Right-arm medium
Andre Fletcher,Andre David Stephon Fletcher,28-11-1987,Grenada,"La Tante, Grenada",West Indies,West Indies,Right-hand bat,Right-arm medium-fast
Andre Nel,Andre Nel,15-07-1977,South Africa,"Germiston, Transvaal, South Africa",South Africa,"South Africa, Mumbai Indians",Right-hand bat,Right-arm fast-medium
Andre Russell,Andre Dwayne Russell,29-04-1988,Jamaica,Jamaica,West Indies,"West Indies, Delhi Daredevils, Kolkata Knight Riders",Right-hand bat,Right-arm fast
Andrew Balbirnie,Andrew Balbirnie,28-12-1990,Ireland,"Dublin, Ireland",Ireland,Ireland,Right-hand bat,Off-break
Andrew Britton,Samuel Andrew Britton,10-02-1988,Ireland,"Donemana, Co Tyrone, Ireland",Ireland,Ireland,Right-hand bat,Right-arm fast-medium
Andrew Ellis,Andrew Malcolm Ellis,24-03-1982,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm fast-medium
Andrew Flintoff,Andrew Flintoff,06-12-1977,England,"Preston, Lancashire, England",England,"England, ICC World XI, Chennai Super Kings",Right-hand bat,Right-arm fast
Andrew Gale,Andrew William Gale,28-11-1983,England,"Dewsbury, Yorkshire, England",,Yorkshire,Left-hand bat,Leg-break
Andrew Greenwood,Andrew Greenwood,20-08-1847,England,"Cowmes, Huddersfield, Yorkshire, England",England,England,Right-hand bat,
Andrew Hall,Andrew James Hall,31-07-1975,South Africa,"Johannesburg, Transvaal, South Africa",South Africa,South Africa,Right-hand bat,Right-arm fast-medium
Andrew Hilditch,Andrew Mark Jefferson Hilditch,20-05-1956,Australia,"North Adelaide, South Australia, Australia",Australia,Australia,Right-hand bat,Right-arm medium
Andrew Hodd,Andrew John Hodd,12-01-1984,England,"Chichester, Sussex, England",,Sussex,Right-hand bat,
Andrew Hudson,Andrew Charles Hudson,17-03-1965,South Africa,"Eshowe, Natal (Zululand), South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium
Andrew Jones,Andrew Howard Jones,09-05-1959,New Zealand,"Wellington, New Zealand",New Zealand,New Zealand,Right-hand bat,Off-break
Andrew McDonald,Andrew Barry McDonald,15-06-1981,Australia,"Wodonga, Victoria, Australia",Australia,"Australia, Leicestershire, Victoria, Royal Challengers Bangalore, Delhi Daredevils, Uva Next",Right-hand bat,Right-arm fast-medium
Andrew Penn,Andrew Jonathan Penn,27-07-1974,New Zealand,"Wanganui, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm fast-medium
Andrew Poynter,Andrew David Poynter,25-04-1987,England,"Hammersmith, Middlesex, England",Ireland,Ireland,Right-hand bat,Off-break
Andrew Puttick,Andrew George Puttick,11-12-1980,South Africa,"Cape Town, Cape Province, South Africa",South Africa,"South Africa, Cape Cobras",Left-hand bat,Right-arm medium
Andrew Stoddart,Andrew Ernest Stoddart,11-03-1863,England,"Westoe, South Shields, Co Durham, England",England,England,Right-hand bat,Right-arm medium
Andrew Strauss,Andrew John Strauss,02-03-1977,South Africa,"Johannesburg, Transvaal, South Africa",England,England,Left-hand bat,Left-arm medium
Andrew Symonds,Andrew Symonds,09-06-1975,England,"Birmingham, Warwickshire, England",Australia,"Australia, Deccan Chargers, Mumbai Indians",Right-hand bat,Off-break
Andrew White,Andrew Roland White,03-07-1980,Ireland,"Newtownards, Co Down, Ireland",Ireland,Ireland,Right-hand bat,Off-break
Andrew Whittall,Andrew Richard Whittall,28-03-1973,Zimbabwe,"Umtali (now Mutare), Manicaland, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Off-break
Andrew Zesers,Andris Karlis Zesers,11-03-1967,Australia,"Medindie, South Australia, Australia",Australia,Australia,Right-hand bat,Right-arm medium-fast
Andy Bichel,Andrew John Bichel,27-08-1970,Australia,"Laidley, Queensland, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Andy Blignaut,Arnoldus Mauritius Blignaut,01-08-1978,Zimbabwe,"Salisbury (now Harare), Zimbabwe",Zimbabwe,Zimbabwe,Left-hand bat,Right-arm medium-fast
Andy Caddick,Andrew Richard Caddick,21-11-1968,New Zealand,"Christchurch, Canterbury, New Zealand",England,England,Right-hand bat,Right-arm fast-medium
Andy Cummins,Anderson Cleophas Cummins,07-05-1966,Barbados,"Packers Valley, Christ Church, Barbados",West Indies,"Canada, West Indies",Right-hand bat,Right-arm fast-medium
Andy DG Roberts,Andrew Duncan Glenn Roberts,06-05-1947,New Zealand,"Te Aroha, Thames Valley, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Andy Ducat,Andrew Ducat,16-02-1886,England,"Brixton, Surrey, England",England,England,Right-hand bat,Right-arm slow
Andy Flower,Andrew Flower,28-04-1968,South Africa,"Cape Town, Cape Province, South Africa",Zimbabwe,Zimbabwe,Left-hand bat,Off-break
Andy Ganteaume,Andrew Gordon Ganteaume,22-01-1921,Trinidad and Tobago,"Belmont, Port of Spain, Trinidad",West Indies,West Indies,Right-hand bat,
Andy Lloyd,Timothy Andrew Lloyd,05-11-1956,England,"Oswestry, Shropshire, England",England,England,Left-hand bat,Right-arm medium
Andy McBrine,Andrew Robert McBrine,30-04-1993,Ireland,"Londonderry, Ireland",Ireland,Ireland,Left-hand bat,Off-break
Andy McKay,Andrew John McKay,17-04-1980,New Zealand,"Auckland, New Zealand",New Zealand,New Zealand,Right-hand bat,Left-arm fast-medium
Andy Pycroft,Andrew John Pycroft,06-06-1956,Zimbabwe,"Salisbury (now Harare), Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Off-break
Andy Roberts,Anderson Montgomery Everton Roberts,29-01-1951,Antigua and barbuda,"Urlings Village, Antigua",West Indies,West Indies,Right-hand bat,Right-arm fast
Andy Sandham,Andrew Sandham,06-07-1890,England,"Streatham, Surrey, England",England,England,Right-hand bat,
Andy Waller,Andrew Christopher Waller,25-09-1959,Zimbabwe,"Salisbury (now Harare), Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm medium
Angelo Mathews,Angelo Davis Mathews,02-06-1987,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,"Sri Lanka, Delhi Daredevils, Kolkata Knight Riders, Pune Warriors",Right-hand bat,Right-arm fast-medium
Angelo Perera,Angelo Kanishka Perera,23-02-1990,Sri Lanka,"Moratuwa, Sri Lanka",Sri Lanka,"Sri Lanka, Southern Express",Right-hand bat,Slow left-arm
Angus Fraser,Angus Robert Charles Fraser,08-08-1965,England,"Billinge, Lancashire, England",England,England,Right-hand bat,Right-arm fast-medium
Angus Mackay,Angus James Mackay,13-06-1967,Zimbabwe,"Salisbury (now Harare), Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm fast-medium
Anil Dalpat,Anil Dalpat Sonavaria,20-09-1963,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,
Anil Kumble,Anil Kumble,17-10-1970,India,"Bangalore, Karnataka, India",India,"India, Asian Cricket Council XI, Royal Challengers Bangalore",Right-hand bat,Leg-break googly
Anisur Rahman,Anisur Rahman,01-03-1971,Pakistan,"Dacca (now Dhaka, Bangladesh), Pakistan",Bangladesh,Bangladesh,,
Ankur Sharma,Ankur Sharma,01-11-1983,India,"Una, Himachal Pradesh, India",Hong Kong,Hong Kong,Right-hand bat,Leg-break
Anshuman Gaekwad,Anshuman Dattajirao Gaekwad,23-09-1952,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Right-hand bat,Off-break
Antao D'Souza,Antao D'Souza,17-01-1939,India,"Goa, India",Pakistan,Pakistan,Right-hand bat,"Right-arm medium, Off-break"
Anthony Ireland,Anthony John Ireland,30-08-1984,Zimbabwe,"Masvingo, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm medium
Anthony Martin,Anthony Martin,18-11-1982,Antigua and barbuda,"Bethesda, Antigua",West Indies,West Indies,Right-hand bat,Leg-break
Anthony McGrath,Anthony McGrath,06-10-1975,England,"Bradford, Yorkshire, England",England,England,Right-hand bat,Right-arm medium
Anthony Stuart,Anthony Mark Stuart,02-01-1970,Australia,"Newcastle, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Anton Devcich,Anton Paul Devcich,28-09-1985,New Zealand,"Hamilton, Waikato, New Zealand",New Zealand,"Northern Districts,
New Zealand",Left-hand bat,Slow left-arm
Anton Murray,Anton Ronald Andrew Murray,30-04-1922,South Africa,"Grahamstown, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Right-arm slow-medium
Anura Ranasinghe,Anura Nandana Ranasinghe,13-10-1956,Sri Lanka,"Kalutara, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,"Left-arm medium, Slow left-arm"
Anura Tennekoon,Anura Punchi Banda Tennekoon,29-10-1946,Sri Lanka,"Anuradhapura, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Slow left-arm
Anwar Ali,Anwar Ali,25-11-1987,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium-fast
Anwar Hossain,Mohammad Anwar Hossain,31-12-1981,Bangladesh,"Munshiganj, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Right-arm fast-medium
Anwar Hussain,Anwar Hussain Khokhar,16-07-1920,India,"Lahore, Punjab (now in Pakistan), India",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Anwar Khan,Anwar Khan,24-12-1955,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Arafat Sunny,Arafat Sunny,29-09-1986,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Left-hand bat,Slow left-arm
Aravinda de Silva,Pinnaduwage Aravinda de Silva,17-10-1965,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Off-break
Archibald Palm,Archibald William Palm,08-06-1901,South Africa,"Rondebosch, Cape Town, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,
Archie Jackson,Archibald Jackson,05-09-1909,Scotland,"Rutherglen, Lanarkshire, Scotland",Australia,Australia,Right-hand bat,Off-break
Archie MacLaren,Archibald Campbell MacLaren,01-12-1871,England,"Whalley Range, Manchester, Lancashire, England",England,England,Right-hand bat,Right-arm fast
Archie Wiles,Charles Archibald Wiles,11-08-1892,Barbados,"Bridgetown, St Michael, Barbados",West Indies,West Indies,Right-hand bat,
Arif Butt,Arif Butt,17-05-1944,India,"Lahore, Punjab (now in Pakistan), India",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Arjuna Ranatunga,Arjuna Ranatunga,01-12-1963,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,Right-arm medium
Arnie Sidebottom,Arnold Sidebottom,01-04-1954,England,"Shawlands, Barnsley, Yorkshire, England",England,England,Right-hand bat,Right-arm fast-medium
Arnold Fothergill,Arnold James Fothergill,26-08-1854,England,"Newcastle upon Tyne, Northumberland, England",England,England,Left-hand bat,Left-arm medium-fast
Arnold Warren,Arnold Warren,02-04-1875,England,"Codnor Park, Derbyshire, England",England,England,Right-hand bat,Right-arm fast
Arsalan Qadir,Arsalan Qadir,15-09-1989,Pakistan,"Peshawar, North-West Frontier Province, Pakistan",Canada,Canada,Right-hand bat,Right-arm medium-fast
Arshad Ali,Arshad Ali,06-04-1976,Pakistan,"Sialkot, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm medium
Arshad Ayub,Arshad Ayub,02-08-1958,India,"Hyderabad, Andhra Pradesh, India",India,India,Right-hand bat,Off-break
Arshad Khan,Arshad Khan,22-03-1971,Pakistan,"Peshawar, North-West Frontier Province, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Arshad Laeeq,Arshad Laeeq,28-11-1970,Pakistan,"Karachi, Sind, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm fast-medium
Arshad Pervez,Arshad Pervez,01-10-1953,Pakistan,"Sargodha, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium
Arthur Barrett,Arthur George Barrett,04-04-1944,Jamaica,"Kingston, Jamaica",West Indies,West Indies,Right-hand bat,Leg-break googly
Arthur Carr,Arthur William Carr,21-05-1893,England,"Mickleham, Surrey, England",England,England,Right-hand bat,Right-arm medium
Arthur Chipperfield,Arthur Gordon Chipperfield,17-11-1905,Australia,"Ashfield, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Leg-break
Arthur Coningham,Arthur Coningham,14-07-1863,Australia,"Emerald Hill, South Melbourne, Victoria, Australia",Australia,Australia,Left-hand bat,Left-arm fast-medium
Arthur Dolphin,Arthur Dolphin,24-12-1885,England,"Wilsden, Yorkshire, England",England,England,Right-hand bat,
Arthur Fagg,Arthur Edward Fagg,18-06-1915,England,"Chartham, Kent, England",England,England,Right-hand bat,Right-arm medium
Arthur Fielder,Arthur Fielder,19-07-1877,England,"Plaxtol, Tonbridge, Kent, England",England,England,Right-hand bat,Right-arm fast
Arthur Gilligan,Arthur Edward Robert Gilligan,23-12-1894,England,"Denmark Hill, Surrey, England",England,England,Right-hand bat,Right-arm fast-medium
Arthur Jones,Arthur Owen Jones,16-08-1872,England,"Shelton, Nottinghamshire, England",England,England,Right-hand bat,Leg-break
Arthur Langton,Arthur Chudleigh Beaumont Langton,02-03-1912,South Africa,"Pietermaritzburg, Natal, South Africa",South Africa,South Africa,Right-hand bat,"Right-arm fast-medium, Right-arm medium"
Arthur Mailey,Arthur Alfred Mailey,03-01-1886,Australia,"East Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Leg-break googly
Arthur McIntyre,Arthur John William McIntyre,14-05-1918,England,"Kennington, Surrey, England",England,England,Right-hand bat,Leg-break
Arthur Milton,Clement Arthur Milton,10-03-1928,England,"Bedminster, Somerset, England",England,England,Right-hand bat,Right-arm medium
Arthur Mitchell,Arthur Mitchell,13-09-1902,England,"Baildon Green, Yorkshire, England",England,England,Right-hand bat,Right-arm slow
Arthur Mold,Arthur Webb Mold,27-05-1863,England,"Middleton Cheney, Northamptonshire, England",England,England,Right-hand bat,Right-arm fast
Arthur Morris,Arthur Robert Morris,19-01-1922,Australia,"Bondi, Sydney, New South Wales, Australia",Australia,Australia,Left-hand bat,Chinaman
Arthur Ochse,Arthur Edward Ochse,11-03-1870,South Africa,"Graaff-Reinet, Cape Colony, South Africa",South Africa,South Africa,Right-hand bat,
Arthur Pitcher,Arthur Dominic Josclyn Pitcher,20-11-1981,Bermuda,Bermuda,Bermuda,Bermuda,Right-hand bat,Right-arm medium-fast
Arthur Richardson,Arthur John Richardson,24-07-1888,Australia,"Sevenhill, Clare, South Australia, Australia",Australia,Australia,Right-hand bat,"Right-arm medium, Off-break"
Arthur Seccull,Arthur William Seccull,14-09-1868,South Africa,"King William's Town, Cape Colony, South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium
Arthur Shrewsbury,Arthur Shrewsbury,11-04-1856,England,"New Lenton, Nottinghamshire, England",England,England,Right-hand bat,Right-arm
Arthur Wellard,Arthur William Wellard,08-04-1902,England,"Southfleet, Kent, England",England,England,Right-hand bat,"Right-arm fast-medium, Off-break"
Arthur Wood,Arthur Wood,25-08-1898,England,"Fagley, Bradford, Yorkshire, England",England,England,Right-hand bat,
Artie Dick,Arthur Edward Dick,10-10-1936,New Zealand,"Middlemarch, Otago, New Zealand",New Zealand,New Zealand,Right-hand bat,
Arul Suppiah,Arul Vivasvan Suppiah,30-08-1983,Malaysia,"Kuala Lumpur, Malaysia",,Somerset,Right-hand bat,Slow left-arm
Arun Lal,Jagdishlal Arun Lal,01-08-1955,India,"Moradabad, Uttar Pradesh, India",India,India,Right-hand bat,Right-arm medium
Aruna Gunawardene,Aruna Alwis Wijesiri Gunawardene,31-03-1969,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm medium
Arvind Apte,Arvindrao Laxmanrao Apte,24-10-1934,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Right-hand bat,Right-arm medium
Arvind Kandappah,Arvindah Luxman Kandappah,07-03-1971,Sri Lanka,"Colombo, Sri Lanka",Canada,Canada,Right-hand bat,
Asad Ali,Asad Ali,14-10-1988,Pakistan,"Faisalabad, Punjab, Pakistan",Pakistan,"Pakistan, Faisalabad Wolves",Right-hand bat,Right-arm medium-fast
Asad Shafiq,Sheikh Mohammad Asad Shafiq,28-01-1986,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Leg-break
Asanka Gurusinha,Asanka Pradeep Gurusinha,16-09-1966,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,Right-arm medium
Asghar Ali,Asghar Ali Khan,03-09-1971,Pakistan,Pakistan,United Arab Emirates,United Arab Emirates,Right-hand bat,Off-break
Asghar Stanikzai,Mohammad Asghar Stanikzai,27-02-1987,Pakistan,"Peshawar, North-West Frontier Province, Pakistan",Afghanistan,Afghanistan,Right-hand bat,Right-arm medium-fast
Ashan Priyanjan,Subasinghe Mudiyanselage Ashan Priyanjan,14-08-1989,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,"Sri Lanka, Uva Next",Right-hand bat,Right-arm medium-fast
